,Unnamed: 0,binding_site_name,enzyme_name,binding_site_ranking,mainclass,subclass,subsubclass,designation,atoms,dataset,dates,centers,uniq_fold,uniq_sub,uniq_subsub,uniq_designation
5002,5002,1,2HUU,1,2,6,1,44,2233,2020,27/07/2006,"(1.561, -36.528, 17.349)",3571,37,80,1409
5003,5003,1,2IZZ,1,1,5,1,2,1907,2020,31/07/2006,"(33.47, 153.916, -11.115)",2622,15,45,745
5004,5004,1,2HVW,1,3,5,4,12,1705,2020,31/07/2006,"(2.804, 10.972, 21.137)",4461,21,167,1228
5005,5005,1,2DVN,1,3,6,1,19,1511,2020,31/07/2006,"(30.067, 74.573, 110.352)",1238,55,228,22
5006,5006,1,2DVO,1,3,6,1,19,1746,2020,31/07/2006,"(39.131, 64.984, 40.538)",1238,55,228,22
5007,5007,1,2HW2,1,2,4,2,30,957,2020,31/07/2006,"(-12.945, 7.794, -18.363)",221,46,272,1109
5008,5008,1,2HW1,1,2,7,1,3,1603,2020,31/07/2006,"(24.128, 18.756, -41.872)",3124,23,148,1945
5009,5009,1,2DVU,1,4,1,1,-,2433,2020,01/08/2006,"(50.155, 45.562, 51.042)",2859,34,94,1867
5010,5010,1,2J0B,1,2,4,1,222,1327,2020,01/08/2006,"(25.906, -8.649, 42.05)",967,46,193,1717
5011,5011,1,2DVX,1,4,1,1,-,2119,2020,01/08/2006,"(55.833, 42.815, 60.72)",2859,34,94,1867
5012,5012,1,2HX2,1,1,14,13,39,2285,2020,02/08/2006,"(10.657, 13.264, 32.591)",2189,14,268,1892
5013,5013,1,2HX3,1,1,14,13,39,2260,2020,02/08/2006,"(16.847, 5.033, 47.605)",2189,14,268,1892
5014,5014,1,2DW4,1,1,-,-,-,2129,2020,02/08/2006,"(26.19, 43.299, 35.124)",1246,35,245,1479
5015,5015,1,2HX4,1,1,14,13,39,2263,2020,02/08/2006,"(16.835, 5.046, 47.616)",2189,14,268,1892
5016,5016,1,2HXU,1,4,-,-,-,2692,2020,03/08/2006,"(-39.788, 68.916, 27.563)",4582,60,179,558
5017,5017,1,2HXL,1,2,7,11,1,1175,2020,03/08/2006,"(19.013, -2.903, 8.998)",983,23,75,1063
5018,5018,1,2HXT,1,4,-,-,-,2684,2020,03/08/2006,"(-39.883, 69.08, 27.692)",4582,60,179,558
5019,5019,1,2HXQ,1,2,7,11,1,1147,2020,03/08/2006,"(19.658, -2.515, 8.624)",983,23,75,1063
5020,5020,1,2HXM,1,3,2,2,-,1353,2020,03/08/2006,"(7.684, 2.036, -0.115)",1829,44,177,1474
5021,5021,1,2J0L,1,2,7,10,2,1483,2020,03/08/2006,"(-3.869, 0.953, 2.382)",3333,23,202,2567
5022,5022,1,2HY0,1,2,7,11,1,1201,2020,04/08/2006,"(18.118, -2.552, 9.501)",983,23,75,1063
5023,5023,1,2DW6,1,4,2,1,81,2298,2020,07/08/2006,"(79.201, 91.137, 232.523)",4413,57,267,2869
5024,5024,1,2J0W,1,2,7,2,4,1971,2020,07/08/2006,"(-41.563, 31.449, 131.493)",1011,23,219,1537
5025,5025,1,2DW7,1,4,2,1,81,2336,2020,07/08/2006,"(32.413, 7.615, 8.957)",4413,57,267,2869
5026,5026,1,2J1A,1,3,-,-,-,700,2020,09/08/2006,"(-24.479, 18.165, 21.426)",3268,26,34,630
5027,5027,1,2HZY,1,3,7,1,2,2327,2020,09/08/2006,"(46.53, 41.713, 59.609)",2316,64,8,3043
5028,5028,1,2I0D,1,3,4,23,16,1344,2020,10/08/2006,"(19.037, 29.476, 12.621)",5402,24,96,1093
5029,5029,1,2I0G,1,2,3,1,48,1427,2020,10/08/2006,"(76.55, 39.743, 69.794)",4774,51,54,1782
5030,5030,1,2I0A,1,3,4,23,16,1355,2020,10/08/2006,"(19.331, 28.911, 12.704)",5402,24,96,1093
5031,5031,1,2I0K,1,1,1,3,6,2406,2020,10/08/2006,"(45.605, 32.105, 16.487)",4270,29,47,1210
5032,5032,1,2J1E,1,3,-,-,-,583,2020,10/08/2006,"(30.306, 19.151, 20.503)",3268,26,34,630
5033,5033,1,2I0Y,1,2,7,10,1,1483,2020,11/08/2006,"(5.783, 27.778, 6.433)",1779,23,202,752
5034,5034,1,2I19,1,2,5,1,10,2197,2020,13/08/2006,"(16.402, 44.095, 47.556)",1578,54,159,2639
5035,5035,1,2I1M,1,2,7,10,1,1501,2020,14/08/2006,"(46.706, 42.037, -8.095)",1779,23,202,752
5036,5036,1,2I2A,1,2,7,1,23,2492,2020,16/08/2006,"(30.951, 0.0, 0.0)",461,23,148,2776
5037,5037,1,2I2B,1,2,7,1,23,2017,2020,16/08/2006,"(17.325, 7.159, 8.166)",461,23,148,2776
5038,5038,1,2I2C,1,2,7,1,23,2544,2020,16/08/2006,"(31.535, 0.0, 0.0)",461,23,148,2776
5039,5039,1,2I29,1,2,7,1,23,2509,2020,16/08/2006,"(31.251, 0.0, 0.0)",461,23,148,2776
5040,5040,1,2J2I,1,2,7,11,1,1430,2020,16/08/2006,"(41.563, -2.074, 0.151)",4810,23,75,1063
5041,5041,1,2I2F,1,2,7,1,23,2516,2020,16/08/2006,"(31.214, -0.0, 0.0)",461,23,148,2776
5042,5042,1,2I2D,1,2,7,1,23,2483,2020,16/08/2006,"(31.24, 0.0, 0.0)",461,23,148,2776
5043,5043,1,2J31,1,3,4,22,56,2076,2020,17/08/2006,"(33.666, 41.962, 47.752)",964,24,12,784
5044,5044,1,2J30,1,3,4,22,56,2048,2020,17/08/2006,"(34.366, 42.198, 48.176)",964,24,12,784
5045,5045,1,2J2U,1,3,4,21,6,1240,2020,17/08/2006,"(8.247, 6.185, 22.253)",1440,24,158,2056
5046,5046,1,2J33,1,3,4,22,56,2335,2020,17/08/2006,"(33.688, 0.0, 47.958)",964,24,12,784
5047,5047,1,2J32,1,3,4,22,56,2064,2020,17/08/2006,"(34.399, 42.117, 48.071)",964,24,12,784
5048,5048,1,2J34,1,3,4,21,6,1213,2020,18/08/2006,"(8.258, 5.886, 22.18)",1440,24,158,2056
5049,5049,1,2J38,1,3,4,21,6,1218,2020,18/08/2006,"(8.238, 5.832, 21.964)",1440,24,158,2056
5050,5050,1,2I4D,1,3,4,23,16,1346,2020,21/08/2006,"(14.796, 22.137, 16.309)",5402,24,96,1093
5051,5051,1,2I4G,1,3,1,3,48,1272,2020,21/08/2006,"(6.418, 32.663, 24.923)",2058,63,238,442
5052,5052,1,2I4H,1,3,1,3,48,1173,2020,21/08/2006,"(21.553, 2.871, 30.801)",2058,63,238,442
5053,5053,1,2I47,1,3,4,24,86,1224,2020,21/08/2006,"(-10.61, 39.684, 44.133)",2846,24,265,1085
5054,5054,1,2J3L,1,6,1,1,15,2282,2020,22/08/2006,"(15.98, 114.887, 72.601)",574,2,127,2685
5055,5055,1,2I4X,1,3,4,23,16,1315,2020,22/08/2006,"(14.589, 21.526, 15.658)",5402,24,96,1093
5056,5056,1,2J3M,1,6,1,1,15,2274,2020,22/08/2006,"(32.551, -3.087, 15.223)",574,2,127,2685
5057,5057,1,2I4U,1,3,4,23,16,950,2020,22/08/2006,"(12.553, 40.587, 21.879)",5402,24,96,1093
5058,5058,1,2I4W,1,3,4,23,16,1331,2020,22/08/2006,"(14.706, 21.592, 15.909)",5402,24,96,1093
5059,5059,1,2I4Q,1,3,4,23,15,1791,2020,22/08/2006,"(24.268, 105.066, 129.6)",1444,24,96,2325
5060,5060,1,2I4V,1,3,4,23,16,1358,2020,22/08/2006,"(15.268, 22.886, 16.714)",5402,24,96,1093
5061,5061,1,2I4I,1,3,6,1,-,1523,2020,22/08/2006,"(17.258, -23.192, 16.551)",928,55,228,875
5062,5062,1,2I57,1,5,3,1,14,2645,2020,24/08/2006,"(15.736, 33.452, 79.948)",4219,40,40,1929
5063,5063,1,2I56,1,5,3,1,14,2749,2020,24/08/2006,"(26.838, 28.056, 71.988)",4219,40,40,1929
5064,5064,1,2DX7,1,5,1,1,13,536,2020,24/08/2006,"(-28.967, -3.781, -8.936)",1227,79,176,1126
5065,5065,1,2J47,1,3,2,1,52,1692,2020,25/08/2006,"(-0.546, -7.435, 33.444)",4422,44,178,1
5066,5066,1,2I67,1,3,2,2,5,1606,2020,28/08/2006,"(-14.883, 4.545, -13.082)",2179,44,177,2092
5067,5067,1,2I6A,1,2,7,1,20,2013,2020,28/08/2006,"(8.598, -20.08, 21.337)",1379,23,148,1904
5068,5068,1,2I6U,1,2,1,3,3,2186,2020,29/08/2006,"(11.795, -23.494, 14.712)",4583,50,1,2063
5069,5069,1,2I6P,1,3,1,3,48,1022,2020,29/08/2006,"(20.349, 2.292, 19.115)",4900,63,238,442
5070,5070,1,2DXS,1,2,7,7,48,1025,2020,30/08/2006,"(-13.277, -3.51, 5.902)",2157,23,226,2170
5071,5071,1,2DXU,1,6,3,4,15,1418,2020,30/08/2006,"(-19.675, -8.65, -4.645)",1273,36,116,1357
5072,5072,1,2I7N,1,2,7,1,33,1838,2020,31/08/2006,"(13.784, 27.216, -10.207)",4634,23,148,981
5073,5073,1,2I80,1,6,3,2,4,2065,2020,31/08/2006,"(16.661, -2.927, -0.46)",3905,36,92,1157
5074,5074,1,2J4I,1,3,4,21,6,1211,2020,31/08/2006,"(7.814, 6.057, 21.474)",1440,24,158,2056
5075,5075,1,2J4J,1,2,7,4,22,1453,2020,01/09/2006,"(69.449, 29.345, 48.339)",612,23,213,1062
5076,5076,1,2J4K,1,2,7,4,22,2004,2020,01/09/2006,"(40.029, 10.726, -0.542)",612,23,213,1062
5077,5077,1,2I8C,1,6,3,2,4,1595,2020,01/09/2006,"(6.111, -16.14, 9.989)",3905,36,92,1157
5078,5078,1,2I8T,1,3,6,1,-,916,2020,03/09/2006,"(62.374, 60.709, 33.685)",2247,55,228,875
5079,5079,1,2I8U,1,3,6,1,-,1347,2020,03/09/2006,"(46.198, 64.94, 22.756)",2247,55,228,875
5080,5080,1,2IAJ,1,2,7,7,49,1788,2020,08/09/2006,"(158.623, -33.992, 76.121)",1502,23,226,2727
5081,5081,1,2J51,1,2,7,11,1,1504,2020,08/09/2006,"(-43.017, 24.836, -14.764)",5045,23,75,1063
5082,5082,1,2IBN,1,1,13,99,1,1604,2020,11/09/2006,"(2.944, 20.599, 27.611)",5341,72,131,805
5083,5083,1,2IBY,1,2,3,1,9,2700,2020,12/09/2006,"(-35.973, 52.029, 55.224)",151,51,54,2177
5084,5084,1,2IBZ,1,1,10,2,2,2048,2020,12/09/2006,"(-31.695, 84.351, 15.477)",1403,38,118,1500
5085,5085,1,2IBW,1,2,3,1,9,2153,2020,12/09/2006,"(-29.762, 56.398, 45.635)",151,51,54,2177
5086,5086,1,2IBU,1,2,3,1,9,2703,2020,12/09/2006,"(-35.625, 51.884, 55.12)",151,51,54,2177
5087,5087,1,2ICK,1,5,3,3,2,1614,2020,12/09/2006,"(14.297, 8.398, 38.317)",3328,40,190,2291
5088,5088,1,2J5B,1,6,1,1,1,1808,2020,13/09/2006,"(47.053, 71.014, 40.818)",1070,2,127,1681
5089,5089,1,2IDW,1,3,4,23,16,1486,2020,15/09/2006,"(19.129, 30.425, 14.52)",5402,24,96,1093
5090,5090,1,2IDX,1,2,5,1,17,1509,2020,15/09/2006,"(18.873, 55.774, 27.796)",4845,54,159,613
5091,5091,1,2IE0,1,1,3,1,9,2835,2020,15/09/2006,"(24.148, -41.825, 22.708)",208,68,113,3015
5092,5092,1,2IDZ,1,1,3,1,9,2787,2020,15/09/2006,"(24.273, -42.043, 22.823)",208,68,113,3015
5093,5093,1,2IEA,1,1,2,4,1,2573,2020,18/09/2006,"(20.002, -63.076, 0.512)",4538,20,274,2123
5094,5094,1,2IEB,1,1,3,1,9,2824,2020,18/09/2006,"(24.207, -41.929, 22.736)",208,68,113,3015
5095,5095,1,2J5S,1,3,7,1,7,1879,2020,19/09/2006,"(9.181, -21.053, 3.886)",4729,64,8,568
5096,5096,1,2J5V,1,2,7,2,11,1643,2020,19/09/2006,"(-22.091, 22.326, -23.418)",1634,23,219,1566
5097,5097,1,2IEJ,1,2,5,1,58,2381,2020,19/09/2006,"(17.74, 134.133, -0.838)",3703,54,159,2382
5098,5098,1,2IEN,1,3,4,23,16,1490,2020,19/09/2006,"(16.475, 22.727, 17.577)",1502,24,96,1093
5099,5099,1,2IEO,1,3,4,23,16,1497,2020,19/09/2006,"(16.372, 22.863, 17.425)",5402,24,96,1093
5100,5100,1,2IEG,1,2,4,1,1,2254,2020,19/09/2006,"(73.698, 50.352, 52.09)",3100,46,193,1416
5101,5101,1,2IFW,1,3,4,23,32,1014,2020,21/09/2006,"(-5.772, 11.408, 30.169)",1883,24,96,597
5102,5102,1,2IFR,1,3,4,23,32,715,2020,21/09/2006,"(75.669, 56.544, 15.326)",1883,24,96,597
5103,5103,1,2IGO,1,1,1,3,10,2549,2020,22/09/2006,"(-3.27, 15.163, 98.839)",4531,29,47,447
5104,5104,1,2IGA,1,1,13,11,15,2539,2020,22/09/2006,"(19.321, -53.763, -2.795)",3594,72,207,2040
5105,5105,1,2J62,1,3,2,1,35,2092,2020,22/09/2006,"(31.686, 41.713, 20.09)",3268,44,178,769
5106,5106,1,2IGQ,1,2,1,1,43,1230,2020,23/09/2006,"(63.952, 18.911, 4.211)",4850,50,269,1175
5107,5107,1,2IHJ,1,2,4,99,4,1884,2020,26/09/2006,"(11.065, -0.288, 1.085)",3345,46,58,1936
5108,5108,1,2IHK,1,2,4,99,4,1924,2020,26/09/2006,"(10.874, -0.23, 1.096)",3345,46,58,1936
5109,5109,1,2IHV,1,2,5,1,66,2488,2020,27/09/2006,"(30.313, 58.853, 15.176)",5194,54,159,363
5110,5110,1,2II5,1,2,3,1,168,1573,2020,27/09/2006,"(99.901, -76.831, 47.429)",1790,51,54,184
5111,5111,1,2II3,1,2,3,1,168,1615,2020,27/09/2006,"(100.111, -77.134, 49.397)",1790,51,54,184
5112,5112,1,2IHU,1,2,5,1,66,2514,2020,27/09/2006,"(30.121, 58.573, 15.676)",5194,54,159,363
5113,5113,1,2IHT,1,2,5,1,66,2481,2020,27/09/2006,"(14.043, 56.875, 37.562)",5194,54,159,363
5114,5114,1,2IHZ,1,2,4,99,4,1306,2020,27/09/2006,"(0.936, 5.887, 3.049)",3345,46,58,1936
5115,5115,1,2IIV,1,3,4,14,5,2344,2020,28/09/2006,"(39.933, 50.592, 36.096)",2036,24,208,1154
5116,5116,1,2IIT,1,3,4,14,5,2376,2020,28/09/2006,"(40.003, 50.382, 36.77)",2036,24,208,1154
5117,5117,1,2J6H,1,2,6,1,16,2527,2020,28/09/2006,"(12.608, 36.055, 72.324)",4623,37,80,1558
5118,5118,1,2IJ7,1,1,14,-,-,1640,2020,29/09/2006,"(6.167, 37.037, 125.684)",3078,14,185,1766
5119,5119,1,2IKO,1,3,4,23,15,2034,2020,02/10/2006,"(-23.945, 23.945, -46.497)",1444,24,96,2325
5120,5120,1,2IMK,1,2,5,1,18,1935,2020,02/10/2006,"(4.084, 13.031, 30.005)",4559,54,159,2814
5121,5121,1,2IL2,1,3,4,23,15,2095,2020,02/10/2006,"(-53.556, -20.695, -33.754)",1444,24,96,2325
5122,5122,1,2IMI,1,2,5,1,18,1260,2020,02/10/2006,"(25.58, -6.814, 64.89)",4559,54,159,2814
5123,5123,1,2IKF,1,2,7,7,52,2023,2020,02/10/2006,"(28.726, 25.76, -44.028)",3529,23,226,2806
5124,5124,1,2IM2,1,2,7,7,48,1836,2020,03/10/2006,"(223.209, -67.146, -3.408)",1506,23,226,2170
5125,5125,1,2IM1,1,2,7,7,48,1837,2020,03/10/2006,"(223.034, -67.512, -2.78)",1506,23,226,2170
5126,5126,1,2IM0,1,2,7,7,48,1829,2020,03/10/2006,"(220.88, -67.063, -2.777)",1506,23,226,2170
5127,5127,1,2E0A,1,2,7,11,2,1597,2020,03/10/2006,"(46.634, 8.782, 12.035)",3340,23,75,1930
5128,5128,1,2ILZ,1,2,7,7,48,1903,2020,03/10/2006,"(222.172, -66.545, -2.613)",1506,23,226,2170
5129,5129,1,2ILM,1,1,14,11,16,1537,2020,03/10/2006,"(40.354, 46.177, 36.91)",3350,14,9,398
5130,5130,1,2ILV,1,2,4,99,4,1458,2020,03/10/2006,"(4.63, 9.166, 2.964)",3345,46,58,1936
5131,5131,1,2IME,1,2,5,1,18,1796,2020,04/10/2006,"(27.589, 37.266, 30.162)",5455,54,159,2814
5132,5132,1,2IMG,1,3,1,3,16,990,2020,04/10/2006,"(9.33, 14.498, 5.185)",4145,63,238,1026
5133,5133,1,2IMF,1,2,5,1,18,1821,2020,04/10/2006,"(28.089, 37.781, 30.566)",5455,54,159,2814
5134,5134,1,2IMD,1,2,5,1,18,1737,2020,04/10/2006,"(27.77, 37.39, 30.259)",5455,54,159,2814
5135,5135,1,2J73,1,3,2,1,41,694,2020,05/10/2006,"(40.964, -0.268, -7.182)",1134,44,178,2912
5136,5136,1,2J72,1,3,2,1,41,468,2020,05/10/2006,"(44.716, -6.162, -12.127)",1134,44,178,2912
5137,5137,1,2IN6,1,2,7,10,2,1376,2020,05/10/2006,"(3.608, 53.709, 25.827)",2214,23,202,2567
5138,5138,1,2INV,1,4,2,2,18,1901,2020,09/10/2006,"(47.367, 44.436, 9.276)",1972,57,102,844
5139,5139,1,2INX,1,5,3,3,1,1725,2020,09/10/2006,"(3.666, 47.444, 36.212)",2839,40,190,1144
5140,5140,1,2E0N,1,2,1,1,130,1931,2020,10/10/2006,"(33.514, 28.974, 29.271)",2014,50,269,567
5141,5141,1,2IO6,1,2,7,10,2,1342,2020,10/10/2006,"(3.816, 54.114, 26.478)",2214,23,202,2567
5142,5142,1,2IOC,1,3,1,11,2,1187,2020,10/10/2006,"(22.473, 6.282, -14.303)",4764,63,10,123
5143,5143,1,2E0P,1,3,2,1,151,2024,2020,11/10/2006,"(6.302, 41.838, 9.251)",2790,44,178,796
5144,5144,1,2IPI,1,1,-,-,-,1713,2020,12/10/2006,"(19.09, 194.795, 16.903)",4307,35,245,1479
5145,5145,1,2J7M,1,3,-,-,-,579,2020,12/10/2006,"(29.91, 19.057, 20.399)",3268,26,34,630
5146,5146,1,2IQG,1,3,4,23,46,1797,2020,13/10/2006,"(13.595, -4.613, 17.686)",2717,24,96,693
5147,5147,1,2IS0,1,3,4,23,46,1849,2020,16/10/2006,"(30.766, 42.582, 2.503)",2717,24,96,693
5148,5148,1,2IRX,1,2,7,7,-,1654,2020,16/10/2006,"(27.866, 35.056, 8.24)",3064,23,226,1706
5149,5149,1,2IRZ,1,3,4,23,46,1839,2020,16/10/2006,"(30.636, 42.713, 2.499)",2717,24,96,693
5150,5150,1,2IRY,1,2,7,7,-,1539,2020,16/10/2006,"(-9.683, 15.831, 23.179)",3064,23,226,1706
5151,5151,1,2J7T,1,2,7,11,1,1288,2020,17/10/2006,"(-24.596, 36.46, -0.0)",1388,23,75,1063
5152,5152,1,2ISV,1,4,1,2,13,1865,2020,18/10/2006,"(-42.266, -10.79, -22.482)",1661,34,241,3003
5153,5153,1,2J80,1,2,7,13,3,958,2020,18/10/2006,"(27.831, 26.976, -12.404)",2633,23,231,158
5154,5154,1,2ISW,1,4,1,2,13,1936,2020,18/10/2006,"(-26.659, 15.239, 57.276)",1661,34,241,3003
5155,5155,1,2J83,1,3,4,24,-,1874,2020,18/10/2006,"(26.967, 50.016, 97.648)",4641,24,265,503
5156,5156,1,2NM2,1,4,1,2,25,1504,2020,20/10/2006,"(41.533, 14.936, 26.462)",4113,34,241,2283
5157,5157,1,2NMZ,1,3,4,23,16,1629,2020,23/10/2006,"(20.269, 31.15, 13.974)",1502,24,96,1093
5158,5158,1,2NMY,1,3,4,23,16,1410,2020,23/10/2006,"(17.065, 22.781, 17.768)",1502,24,96,1093
5159,5159,1,2NN7,1,4,2,1,1,2214,2020,23/10/2006,"(-32.961, 1.284, -5.577)",97,57,267,46
5160,5160,1,2NNP,1,3,4,23,16,1463,2020,24/10/2006,"(20.556, 32.899, 15.143)",1502,24,96,1093
5161,5161,1,2NNG,1,4,2,1,1,1770,2020,24/10/2006,"(-4.64, 3.218, 15.181)",97,57,267,46
5162,5162,1,2NNK,1,3,4,23,16,1457,2020,24/10/2006,"(16.64, 22.598, 17.248)",1502,24,96,1093
5163,5163,1,2NNV,1,4,2,1,1,1721,2020,24/10/2006,"(-3.893, 4.384, 14.935)",97,57,267,46
5164,5164,1,2NNO,1,4,2,1,1,1754,2020,24/10/2006,"(-4.209, 3.781, 14.892)",97,57,267,46
5165,5165,1,2NNS,1,4,2,1,1,1733,2020,24/10/2006,"(-4.101, 4.42, 15.042)",97,57,267,46
5166,5166,1,2NOM,1,2,7,7,52,1705,2020,25/10/2006,"(-24.381, -0.061, 6.504)",3529,23,226,2806
5167,5167,1,2NO7,1,2,7,1,74,1156,2020,25/10/2006,"(51.325, 50.675, 98.154)",2024,23,148,2626
5168,5168,1,2NP8,1,2,7,11,1,1282,2020,26/10/2006,"(-4.526, 31.283, -5.274)",2999,23,75,1063
5169,5169,1,2J8R,1,2,-,-,-,1736,2020,27/10/2006,"(-1.681, 2.761, 55.431)",2020,5,78,2580
5170,5170,1,2E1T,1,2,-,-,-,1543,2020,28/10/2006,"(29.741, -6.576, 76.376)",3853,5,78,2580
5171,5171,1,2NQ6,1,3,4,11,18,1840,2020,30/10/2006,"(44.777, 19.847, 39.354)",3776,24,114,3040
5172,5172,1,2NQ8,1,1,3,1,9,2122,2020,30/10/2006,"(49.696, 89.019, 37.06)",2854,68,113,3015
5173,5173,1,2E1W,1,3,5,4,4,1944,2020,30/10/2006,"(50.212, 55.97, 20.033)",1482,21,167,860
5174,5174,1,2NQ7,1,3,4,11,18,1830,2020,30/10/2006,"(13.458, 31.567, 21.358)",3776,24,114,3040
5175,5175,1,2J8Z,1,1,-,-,-,1766,2020,31/10/2006,"(23.43, 28.78, -0.0)",1320,35,245,1479
5176,5176,1,2J90,1,2,7,11,1,1429,2020,31/10/2006,"(24.286, 5.9, 18.479)",1169,23,75,1063
5177,5177,1,2J95,1,3,4,21,6,1208,2020,02/11/2006,"(7.967, 6.041, 22.015)",1440,24,158,2056
5178,5178,1,2J94,1,3,4,21,6,1242,2020,02/11/2006,"(8.042, 6.445, 21.629)",1440,24,158,2056
5179,5179,1,2NRY,1,2,7,11,1,1574,2020,02/11/2006,"(73.57, 27.195, 70.044)",5234,23,75,1063
5180,5180,1,2NSD,1,1,3,1,9,1599,2020,03/11/2006,"(49.871, 52.144, 36.982)",208,68,113,3015
5181,5181,1,2E20,1,2,7,2,15,2552,2020,04/11/2006,"(21.315, 36.919, 33.306)",949,23,219,2678
5182,5182,1,2E1Z,1,2,7,2,15,2598,2020,04/11/2006,"(21.298, 36.89, 33.304)",949,23,219,2678
5183,5183,1,2NSX,1,3,2,1,45,598,2020,06/11/2006,"(-7.627, 29.624, 71.469)",839,44,178,721
5184,5184,1,2J9F,1,1,2,4,4,2602,2020,07/11/2006,"(33.743, 66.082, 18.922)",1182,20,274,1424
5185,5185,1,2NT7,1,3,1,3,48,1353,2020,07/11/2006,"(48.225, 10.124, 2.928)",1937,63,238,442
5186,5186,1,2NTJ,1,1,3,1,9,1972,2020,07/11/2006,"(21.775, -24.057, 13.16)",208,68,113,3015
5187,5187,1,2E22,1,4,2,2,12,1955,2020,07/11/2006,"(16.708, 57.349, 9.524)",4950,57,102,555
5188,5188,1,2NTK,1,3,5,4,10,1514,2020,07/11/2006,"(48.758, 14.918, 10.288)",1037,21,167,1579
5189,5189,1,2NT8,1,2,5,1,17,2553,2020,07/11/2006,"(15.313, 15.313, 15.313)",2771,54,159,613
5190,5190,1,2NTA,1,3,1,3,48,1418,2020,07/11/2006,"(33.095, -29.742, -2.502)",1937,63,238,442
5191,5191,1,2NTO,1,2,5,1,18,2160,2020,08/11/2006,"(29.382, 7.536, 53.081)",1647,54,159,2814
5192,5192,1,2NU7,1,6,2,1,5,2103,2020,08/11/2006,"(36.798, 45.841, 50.517)",4205,66,155,2363
5193,5193,1,2J9H,1,2,5,1,18,1543,2020,08/11/2006,"(34.624, -1.909, 7.456)",2173,54,159,2814
5194,5194,1,2NTV,1,1,3,1,9,1994,2020,08/11/2006,"(-7.157, -4.571, 33.326)",208,68,113,3015
5195,5195,1,2NTR,1,3,4,23,46,1739,2020,08/11/2006,"(30.186, 42.819, 1.311)",2717,24,96,693
5196,5196,1,2NU8,1,6,2,1,5,2069,2020,08/11/2006,"(39.192, 51.138, 51.05)",4205,66,155,2363
5197,5197,1,2NV6,1,1,3,1,9,2699,2020,10/11/2006,"(-24.57, 42.556, 23.207)",208,68,113,3015
5198,5198,1,2NV7,1,2,3,1,48,1508,2020,10/11/2006,"(29.994, 36.79, 39.12)",3343,51,54,1782
5199,5199,1,2J9K,1,3,4,23,16,1349,2020,11/11/2006,"(-5.2, -1.342, 17.286)",1502,24,96,1093
5200,5200,1,2NVK,1,1,8,1,9,1901,2020,13/11/2006,"(111.357, 19.353, 55.363)",2974,17,246,1164
5201,5201,1,2NW9,1,1,13,11,11,855,2020,14/11/2006,"(60.719, -46.028, 17.47)",426,72,207,1893
5202,5202,1,2E2Q,1,2,7,1,1,1929,2020,15/11/2006,"(7.617, 40.915, 25.001)",5173,23,148,366
5203,5203,1,2E2P,1,2,7,1,1,1444,2020,15/11/2006,"(6.888, -9.713, 24.767)",5173,23,148,366
5204,5204,1,2E2O,1,2,7,1,1,2076,2020,15/11/2006,"(-0.0, 4.808, 40.637)",5173,23,148,366
5205,5205,1,2NX3,1,2,5,1,55,1982,2020,16/11/2006,"(12.429, -43.889, 52.116)",4657,54,159,983
5206,5206,1,2NWR,1,2,5,1,55,2310,2020,16/11/2006,"(32.473, 50.543, 20.695)",4657,54,159,983
5207,5207,1,2NX1,1,2,5,1,55,2022,2020,16/11/2006,"(34.809, 30.374, 10.084)",4657,54,159,983
5208,5208,1,2NWS,1,2,5,1,55,1989,2020,16/11/2006,"(34.388, 30.238, 10.324)",4657,54,159,983
5209,5209,1,2NXE,1,2,1,1,-,1726,2020,17/11/2006,"(15.075, -25.245, 12.822)",4359,50,269,348
5210,5210,1,2NXG,1,2,5,1,55,2347,2020,17/11/2006,"(32.424, 50.306, 20.515)",4657,54,159,983
5211,5211,1,2NZ2,1,6,3,4,5,2294,2020,22/11/2006,"(1.42, 32.389, 21.114)",2740,36,116,2911
5212,5212,1,2NZM,1,4,2,2,2,1567,2020,24/11/2006,"(3.894, -9.189, -1.209)",4034,57,102,2131
5213,5213,1,2O0J,1,7,-,-,-,1534,2020,27/11/2006,"(-11.67, -18.397, -19.183)",1925,58,168,1318
5214,5214,1,2JAE,1,1,4,3,2,2124,2020,27/11/2006,"(21.521, 33.189, 17.34)",4680,42,39,1514
5215,5215,1,2O0H,1,7,-,-,-,1544,2020,27/11/2006,"(-11.123, -18.017, -19.533)",1925,58,168,1318
5216,5216,1,2O04,1,4,2,2,2,1566,2020,27/11/2006,"(3.942, -9.273, -1.248)",4034,57,102,2131
5217,5217,1,2O0V,1,4,2,2,2,1570,2020,28/11/2006,"(3.899, -9.148, -1.217)",4034,57,102,2131
5218,5218,1,2O17,1,4,2,2,2,1544,2020,28/11/2006,"(3.776, -9.1, -1.294)",4034,57,102,2131
5219,5219,1,2O1D,1,4,2,2,2,1580,2020,28/11/2006,"(3.896, -9.138, -1.229)",4034,57,102,2131
5220,5220,1,2O0U,1,2,7,11,24,1448,2020,28/11/2006,"(23.167, 8.921, 31.848)",2518,23,75,224
5221,5221,1,2O1C,1,3,6,1,-,1039,2020,28/11/2006,"(-10.098, 8.641, 52.147)",1691,55,228,875
5222,5222,1,2E3T,1,1,17,-,-,2512,2020,28/11/2006,"(30.776, 91.237, 203.543)",1013,10,106,1280
5223,5223,1,2JAJ,1,3,5,3,18,1660,2020,29/11/2006,"(14.895, 4.096, 63.162)",4133,21,249,736
