enzyme_name,centers,plddt_res,plddt_atom,representative,enzyme_class,mainclass,subclass,subsubclass,designation,uniq_designation,uniq_fold,hierarchical
AF_P57808,"(5.9523, 3.4626, -6.6349)",97.32671378091872,97.35953376906318,Q4QM04,2.1.1.45,2,1,1,45,1044,3009,26
AF_Q9HNN7,"(-8.7799, 1.0139, 6.1748)",93.4398905109489,93.5797321844434,O57963,6.1.1.6,6,1,1,6,3256,822,15
AF_A7THS1,"(0.1094, 2.0706, 5.6979)",90.7716891891892,90.88187366623984,Q6FUX5,1.6.2.2,1,6,2,2,801,2404,51
AF_P83291,"(1.0696, 5.2229, -2.5357)",83.6880487804878,84.25818754925137,Q6FUX5,1.6.2.2,1,6,2,2,801,2404,51
AF_F2Z5Z6,"(-7.3986, 9.2433, -7.4425)",91.25048484848486,91.2967851662404,Q58824,3.6.4.12,3,6,4,12,2641,3017,0
AF_Q5LR43,"(-3.7385, 14.5749, -46.0666)",93.11284424379234,93.08799883653288,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_A5FMI1,"(-2.438, -4.1561, 7.9251)",92.45078886310904,92.70007324934076,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_Q8R5K2,"(-23.1422, 7.4052, 12.9936)",72.0116391639164,72.46645067295684,Q8TEY7,3.4.19.12,3,4,19,12,2254,3022,24
AF_Q6CCK2,"(0.0925, 3.1813, -19.9495)",80.89620512820512,81.02304431188752,Q0U5F2,3.6.4.12,3,6,4,12,2641,3023,0
AF_A5GQ58,"(10.1568, -0.1578, -7.4523)",94.27057768924304,94.48068895643364,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_A9W4H0,"(-15.0123, -9.7196, 17.291)",95.6602564102564,95.70702863961812,Q1H149,2.3.1.191,2,3,1,191,1150,1894,48
AF_A7H1R0,"(-7.2311, -1.3969, 4.9751)",96.129793814433,95.89606319947332,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q54Z26,"(2.9374, 7.2985, 3.5406)",96.54849015317286,96.68690369540872,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q05931,"(3.7799, 4.0402, -3.7722)",86.43470319634703,86.37936688950059,P22774,3.6.4.10,3,6,4,10,2640,1856,52
AF_Q556S2,"(-5.9614, -3.1609, 3.5724)",69.98758284600389,70.76084954444718,Q556S2,2.7.11.1,2,7,11,1,1648,3038,1
AF_O45797,"(-5.2825, -7.1532, -3.1925)",55.28855726872248,56.09184057569887,O45797,2.7.11.1,2,7,11,1,1648,3040,1
AF_Q6FZ91,"(-0.2356, -3.8999, -9.4722)",97.5746212121212,97.64393289841566,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_Q07292,"(-17.4771, -5.7138, 8.5971)",62.13618696186962,63.31613700787402,Q07292,2.7.11.1,2,7,11,1,1648,3047,1
AF_A9KPK9,"(5.2381, 5.0873, -8.7942)",93.08461794019934,93.05821702299316,E3HDJ8,2.3.1.31,2,3,1,31,1200,1438,38
AF_Q1GYS6,"(4.7198, -4.8941, 2.6822)",90.34660869565218,90.37276197604793,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q5N863,"(8.0446, 0.917, -5.099)",94.69246376811594,94.98297014544526,Q7XKV5,3.2.1.21,3,2,1,21,2112,351,12
AF_Q65VK7,"(0.6264, 8.2427, 0.4542)",95.70299711815562,95.78220717423132,Q5QUZ5,3.2.1.52,3,2,1,52,2133,1512,45
AF_Q8Y6T4,"(4.104, -2.4271, -4.6352)",92.65369928400952,92.88627532777114,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_Q9Y6S9,"(-0.1746, 8.4656, 0.2454)",67.24561020036431,68.66520502488741,Q8R2S1,2.7.11.1,2,7,11,1,1648,3054,1
AF_Q32RU0,"(8.1829, -5.4918, -3.6399)",93.93174129353233,94.02886973180078,Q6L377,3.4.21.92,3,4,21,92,2314,576,11
AF_O14522,"(5.0505, -6.0621, 5.8289)",83.34001387925052,83.79194675540765,P35822,3.1.3.48,3,1,3,48,1978,1395,30
AF_A6TZP7,"(9.4686, 3.5906, -3.9155)",96.48384615384614,96.4172233267064,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_B8DVQ3,"(13.2693, -5.1633, -1.7513)",94.85287272727273,95.1771794871795,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_A4TPE4,"(32.4802, 6.1675, -3.4512)",89.5823271889401,89.73047787610618,B4SLN0,5.2.1.8,5,2,1,8,3108,775,9
AF_Q2QMI0,"(9.2269, 7.0001, 2.6735)",74.93389867841411,75.85374564459931,Q2RBF0,2.7.11.1,2,7,11,1,1648,782,1
AF_A7N5Q6,"(7.249, 6.5754, -2.7669)",95.86546712802767,95.9927878513146,Q0I3D2,2.7.1.35,2,7,1,35,1608,1088,36
AF_Q3S4T7,"(-0.5331, 4.3327, 4.5916)",90.06024464831805,90.2420766961652,P22774,3.6.4.10,3,6,4,10,2640,1856,52
AF_Q8WVB3,"(-6.2081, -3.8819, -0.361)",93.20703703703704,93.51392621870882,Q3U4H6,3.2.1.52,3,2,1,52,2133,3075,45
AF_Q88LI7,"(2.4325, -0.1386, -4.6988)",96.16439862542956,96.11691553896408,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q88LI7,"(2.4325, -0.1386, -4.6988)",96.16439862542956,96.11691553896408,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B1WAS2,"(-6.5211, 15.9932, -1.3973)",63.88931133428982,64.49235294117646,B1WAS2,2.7.11.1,2,7,11,1,1648,3076,1
AF_Q86J12,"(-14.0382, -10.4013, 6.5435)",85.28393004115226,85.68124480313034,Q869X7,2.3.1.48,2,3,1,48,1211,3077,18
AF_A9M657,"(1.2457, 6.9391, -9.7621)",97.41757575757576,97.48528999064546,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_A0AYZ0,"(-6.0867, 1.4223, 6.4572)",91.06068111455107,91.25374593495935,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_B5XKR4,"(-2.3451, 13.9875, 9.5456)",84.14857610474631,84.47851406028728,A4W0M7,3.6.4.12,3,6,4,12,2641,1662,0
AF_Q39238,"(2.4564, -2.3355, -2.545)",74.1915988372093,75.24057163662843,Q39238,2.7.11.1,2,7,11,1,1648,3083,1
AF_Q9NAH6,"(-3.6944, -1.7954, 8.2442)",67.21350909090908,68.40640264026402,Q9NAH6,2.7.11.1,2,7,11,1,1648,3084,1
AF_Q7NAN2,"(-2.3595, 3.5789, 9.8114)",83.69650442477877,83.78674288901283,B3PMK3,3.6.4.12,3,6,4,12,2641,1382,0
AF_B5QXC7,"(-4.1873, -2.8805, -2.6496)",95.17689149560115,95.32277504725896,Q5QUZ5,3.2.1.52,3,2,1,52,2133,1512,45
AF_B0VLF5,"(-4.5479, -0.7088, -2.1483)",97.55815347721824,97.56523508993376,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_D7SFH9,"(9.6201, -26.4323, 25.8033)",84.08308586762075,84.26401972024765,D7SFH9,2.7.11.1,2,7,11,1,1648,3085,1
AF_B3EEF0,"(6.1809, -0.1344, -1.4703)",91.96537142857142,91.90320565265898,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_C0MGY7,"(-16.6002, -3.241, 30.1953)",89.15601118359739,89.3057510133179,A3CNU0,3.6.4.12,3,6,4,12,2641,2616,0
AF_P22607,"(-12.8609, -0.8775, 9.9297)",74.3740322580645,75.36963816323218,P18461,2.7.10.1,2,7,10,1,1646,3090,4
AF_C4Z0T6,"(6.555, 7.3304, -4.5567)",92.7032258064516,92.72912122400945,E3HDJ8,2.3.1.31,2,3,1,31,1200,1438,38
AF_A1SYV3,"(16.6399, 14.7838, 1.7208)",96.87626470588236,96.81167582417582,Q1H149,2.3.1.191,2,3,1,191,1150,1894,48
AF_Q09YH7,"(-29.7858, 12.9865, 5.0108)",79.59358435916002,79.62036233216847,Q2IBF2,2.7.10.1,2,7,10,1,1646,1911,4
AF_P0A3Y9,"(-11.7968, -11.7994, 4.6575)",93.81661654135338,94.05516427579823,P0A3Y9,5.2.1.8,5,2,1,8,3108,3092,9
AF_Q6PCI7,"(23.678, -0.9317, -21.8521)",78.8858231292517,79.49954844290657,Q9SF37,3.6.4.12,3,6,4,12,2641,717,0
AF_Q81M50,"(-0.0782, 5.5939, -2.2539)",95.89947552447552,95.97222527472528,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q81M50,"(-0.0782, 5.5939, -2.2539)",95.89947552447552,95.97222527472528,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q6BRN4,"(-9.8673, 9.6107, -3.2006)",88.32037783375316,88.72825447570332,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_Q9LX29,"(-31.0552, 4.7005, 9.2231)",75.31707262569832,75.10946558234099,Q9S7D9,2.7.11.1,2,7,11,1,1648,3096,1
AF_A4T027,"(-12.7451, 2.3049, -7.3325)",89.19979274611397,89.72030095759236,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_B7IJZ0,"(-2.0178, 7.1803, 5.7964)",96.83807692307694,96.86510620220902,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_Q944Q0,"(-0.2918, -1.0512, -11.9946)",71.92708703374778,72.64117489390216,Q6EU49,2.7.11.1,2,7,11,1,1648,1145,1
AF_Q92499,"(6.0614, 8.5688, 6.0699)",86.27056756756757,86.68662122519413,Q55CP6,3.6.4.13,3,6,4,13,2642,1884,6
AF_Q9WTK2,"(0.0264, 10.6279, -13.7472)",67.96539629005058,68.7706650623496,Q9WTK2,2.3.1.48,2,3,1,48,1211,3111,18
AF_Q7UZK8,"(-38.7692, -2.9635, -4.1446)",83.38084566596194,83.49612353567626,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_Q3MDN9,"(-3.9083, 8.0462, 2.3813)",94.38456790123456,94.35738631708315,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_B7LTH9,"(6.0976, -2.3547, -10.336)",97.8890681818182,97.88144403303902,A1A0H0,5.3.1.5,5,3,1,5,3131,475,22
AF_Q54M77,"(12.6756, 0.8948, -11.7444)",58.30940010712372,59.23327230654053,Q54M77,2.7.11.1,2,7,11,1,1648,3119,1
AF_A5I6W1,"(-2.1146, 4.8423, 9.2625)",96.4227319587629,96.27331341301462,Q7UK67,3.4.21.92,3,4,21,92,2314,1547,11
AF_Q7MNN6,"(6.7392, 4.0809, -4.4014)",97.45328621908126,97.4772995231903,Q4QM04,2.1.1.45,2,1,1,45,1044,3009,26
AF_A2BGT0,"(-4.9131, 1.6584, 1.2864)",73.7410183299389,74.02638107416881,A2BGT0,3.4.19.12,3,4,19,12,2254,3121,24
AF_B4U8W9,"(-1.4585, 3.6465, 4.129)",96.94125899280574,96.92377049180328,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B4U8W9,"(-1.4585, 3.6465, 4.129)",96.94125899280574,96.92377049180328,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B5E3G1,"(1.0009, 5.7808, -9.8762)",95.23640167364016,95.3329562982005,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q5E699,"(3.6486, 0.5915, 4.303)",90.57551928783384,90.5775131876413,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_P0C2I3,"(11.9518, -14.7281, -40.3378)",66.73100284900285,67.45064808860307,Q12337,2.7.7.7,2,7,7,7,1763,905,2
AF_Q8LPZ7,"(-16.1802, 6.7004, -1.3652)",74.82978221415608,75.8915940340247,A0A5K1K8H0,2.7.11.1,2,7,11,1,1648,3136,1
AF_Q2N811,"(-10.4921, 9.8983, -5.5175)",89.43474999999998,90.54461756373938,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_A4IRH3,"(-37.54, 16.3748, 4.2243)",92.77334112149532,92.82895814781834,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_Q50785,"(-5.9649, 7.3118, -1.5211)",93.04803636363636,93.38562411010916,P08624,1.18.6.1,1,18,6,1,536,1432,43
AF_P52022,"(-18.2168, -6.5869, 9.9875)",89.3267385677308,89.41580109289619,Q0A9G3,2.7.7.7,2,7,7,7,1763,1068,2
AF_Q0HS08,"(-1.9532, 9.0757, -7.2889)",89.13336405529955,89.31643915190242,Q0AC82,5.2.1.8,5,2,1,8,3108,376,9
AF_A0ZSF7,"(-12.3487, -5.4706, 15.8014)",79.6601686746988,81.05989074355084,Q27908,4.2.1.1,4,2,1,1,2818,982,34
AF_A4YK09,"(-2.4364, 8.8605, 4.7098)",96.72938775510204,96.71997673336436,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A4YK09,"(-2.4364, 8.8605, 4.7098)",96.72938775510204,96.71997673336436,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q54VT4,"(-1.6215, 7.8214, -3.9949)",78.47937728937728,78.43402597402599,Q0CNX1,3.6.4.13,3,6,4,13,2642,851,6
AF_B7M976,"(3.2584, 9.2471, -9.737)",95.1150980392157,95.29407703851923,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_A3Q2I4,"(0.1653, 20.3298, -31.1357)",86.49711618257261,87.12154054054052,Q8G5Q7,5.2.1.8,5,2,1,8,3108,879,9
AF_Q0RPH4,"(9.7215, -20.3319, -29.1026)",85.34389452332655,85.89208855694852,Q8G5Q7,5.2.1.8,5,2,1,8,3108,879,9
AF_C0NUP2,"(-10.403, -2.0167, -0.7973)",84.58002070393374,85.12963152507676,A8N339,2.1.1.228,2,1,1,228,989,2696,14
AF_A1CZE5,"(-14.8149, 6.6847, 26.7129)",64.29704332552693,65.38392413487134,A1CZE5,3.6.4.12,3,6,4,12,2641,3151,0
AF_A4Y966,"(3.2219, -2.01, 4.0078)",97.83906474820144,97.87468573224388,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q3JKA3,"(-7.8316, 4.7196, 5.0006)",91.55932176656152,91.7734965617837,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q83KY0,"(-8.6539, -3.2786, 1.0404)",92.43811320754716,92.71570623145402,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_Q9D1M7,"(6.2473, 6.953, 0.7684)",86.55194029850746,86.7415938303342,Q9D1M7,5.2.1.8,5,2,1,8,3108,3154,9
AF_Q1G967,"(-0.5228, 1.0867, -5.3953)",91.99558441558442,91.94412678421492,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_G5EEN4,"(-0.9606, 9.0207, -3.2479)",69.67813758389262,71.45653410353255,G5EEN4,2.7.11.1,2,7,11,1,1648,3158,1
AF_A6QGC0,"(-15.9045, 7.9611, 18.001)",84.61222891566266,84.69862115127175,A0QNG1,2.7.11.1,2,7,11,1,1648,3159,1
AF_Q9PA24,"(-5.9423, 7.9091, -5.0714)",75.11795580110498,75.80166150916449,Q5GUR8,3.6.4.13,3,6,4,13,2642,3162,6
AF_Q6N703,"(0.8695, 5.6952, -1.408)",91.54232057416267,91.82753407682776,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_Q9ZU46,"(-2.0848, 1.5274, -2.1479)",79.3106843575419,79.39024886466848,C0LGS3,2.7.11.1,2,7,11,1,1648,3166,1
AF_A1ARF8,"(3.6527, -7.3235, 0.4013)",91.79742603550297,91.9660593381514,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q9WY12,"(-13.5761, -0.2945, 0.3412)",92.3818085106383,92.27037037037036,A5IKQ6,3.6.4.12,3,6,4,12,2641,2306,0
AF_Q6NUB7,"(-14.3349, 1.6711, 9.0023)",76.91447931526392,77.73624131170914,Q9VH90,3.4.19.12,3,4,19,12,2254,3169,24
AF_Q14289,"(-21.1239, 10.2798, 32.6661)",76.5040832507433,76.74168736932727,Q91738,2.7.10.2,2,7,10,2,1647,3170,39
AF_Q8ZXT5,"(16.4627, -1.8378, -20.6348)",89.93227198697069,90.26912963342208,Q8R979,3.6.4.12,3,6,4,12,2641,993,0
AF_Q8ZXT5,"(16.4627, -1.8378, -20.6348)",89.93227198697069,90.26912963342208,Q8R979,3.6.4.12,3,6,4,12,2641,993,0
AF_Q4WCW2,"(-4.5396, 0.8506, -1.4928)",84.32029017857143,85.11190664780763,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_Q6HEX4,"(3.5317, 11.24, -8.5044)",95.27631147540984,95.38694458566344,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_P47364,"(3.4824, 7.1381, -4.0876)",94.71741176470589,94.77040456050018,Q6ZDJ7,5.1.3.2,5,1,3,2,3082,2816,55
AF_F1ND48,"(12.2053, -0.883, -24.2443)",76.02522727272728,76.20611709369972,Q8NFZ0,3.6.4.12,3,6,4,12,2641,3180,0
AF_Q9WUU9,"(-3.2886, 8.8195, -15.1333)",63.79374429223744,64.75146708546002,Q9WUU9,2.3.1.48,2,3,1,48,1211,3181,18
AF_A4FYA3,"(3.6478, 7.5661, -1.3823)",91.58838743455496,91.87566837387963,Q9V0B9,6.1.1.4,6,1,1,4,3254,1598,46
AF_C0PVJ3,"(6.9177, 3.1345, 4.5699)",96.0488888888889,96.08636825103832,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_C0PVJ3,"(6.9177, 3.1345, 4.5699)",96.0488888888889,96.08636825103832,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A4TBQ6,"(-6.7496, 0.3806, -10.0324)",90.1928717948718,91.02794138670478,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q1C4D9,"(-6.0007, 3.762, -2.1641)",95.14116477272728,94.95684210526316,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_Q9NYL4,"(8.9774, -0.5484, -2.8457)",87.38940298507463,87.44716484926235,Q9D1M7,5.2.1.8,5,2,1,8,3108,3154,9
AF_P41378,"(1.7639, -5.851, 1.3014)",85.77038647342995,86.09613167475727,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_Q8E5C6,"(2.2095, 1.9644, 5.4561)",97.58454545454543,97.4857253325085,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_A7EWH6,"(-4.6456, 6.1217, -3.2366)",72.26500813008131,72.27689979123173,Q1E9B7,3.6.4.13,3,6,4,13,2642,3198,6
AF_Q48VY1,"(3.524, -2.9462, 3.4603)",91.6113253012048,91.71824421691316,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_B5E4P4,"(-14.9817, -1.564, 33.5256)",87.71510540788267,88.01397480993987,A3CNU0,3.6.4.12,3,6,4,12,2641,2616,0
AF_P65324,"(10.7768, -0.2067, -15.829)",97.58958944281524,97.4921771950735,Q1H149,2.3.1.191,2,3,1,191,1150,1894,48
AF_Q8DNS0,"(-20.5837, -8.0994, 3.6564)",83.91438543247345,84.12916732283465,A0QNG1,2.7.11.1,2,7,11,1,1648,3159,1
AF_A5GFA0,"(13.3068, 4.3693, -1.9958)",94.3340703517588,94.53867579908676,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q48CP3,"(4.5412, 3.1614, 2.1948)",97.92479616306954,97.9342911392405,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_A5D5Q4,"(3.4075, 1.2598, -14.1572)",93.544209486166,93.56243643544803,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_A6W1R4,"(1.5113, 6.4519, -8.3723)",97.17293286219082,97.19040350877192,Q4QM04,2.1.1.45,2,1,1,45,1044,3009,26
AF_Q8SR01,"(-6.0548, 6.3746, 4.7764)",86.04659242761693,86.32069089900112,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_P0C1G5,"(-0.2609, -3.4708, -1.0509)",96.16394736842103,96.14060859188542,P0C1G5,1.1.1.37,1,1,1,37,110,3215,21
AF_P18074,"(6.6692, -1.2899, -8.395)",87.51836842105264,87.6776245711485,Q8W4M7,3.6.4.12,3,6,4,12,2641,3217,0
AF_P58963,"(-13.1569, 9.0725, 6.294)",97.37712990936556,97.32878590578322,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_A3M1Y6,"(9.974, 38.7123, -10.1935)",92.05027027027027,92.13748925193464,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_Q2J9A8,"(-19.6874, -0.4287, 1.7142)",84.53941176470587,85.61200114025087,Q7NEW1,3.4.21.92,3,4,21,92,2314,1767,11
AF_P25390,"(12.7278, -9.1045, 2.8418)",70.40815927873778,70.90686382265277,O14299,2.7.11.1,2,7,11,1,1648,3220,1
AF_O43781,"(-8.6651, 2.368, 5.8024)",75.49083333333333,76.66127056277057,Q92630,2.7.12.1,2,7,12,1,1670,3224,13
AF_Q06180,"(-13.3816, 0.418, -10.2912)",87.02078817733991,87.2384984984985,P35233,3.1.3.48,3,1,3,48,1978,1614,30
AF_P29376,"(-8.9096, 5.7264, -14.7734)",73.77731481481482,73.43981677018633,P29376,2.7.10.1,2,7,10,1,1646,3226,4
AF_A2C638,"(-3.3883, -1.2493, -4.2081)",87.69505681818183,88.24322737471952,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q4J8J7,"(5.7299, 8.682, 0.5545)",93.50426751592356,93.61297328838174,Q9V0B9,6.1.1.4,6,1,1,4,3254,1598,46
AF_Q1GQY3,"(-2.4075, -7.2082, -6.0284)",96.7324375,96.79128238341968,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_Q2IPT7,"(4.7991, -2.4713, -4.9784)",91.87009523809525,92.1287210756723,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_Q62761,"(-0.6675, 11.6212, -8.1239)",82.06641025641026,82.88898113207546,Q9CAI5,2.7.11.1,2,7,11,1,1648,2607,1
AF_P51451,"(-9.9653, 5.9949, -14.0893)",81.65128712871287,81.99193993106844,Q9V9J3,2.7.10.2,2,7,10,2,1647,1241,39
AF_A0PZX4,"(-3.308, -1.603, -1.4266)",97.97491484184914,97.94229666562792,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_B0U0B3,"(-1.6694, -1.3857, -10.127)",90.87936893203884,90.87976384535006,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q5N0W7,"(3.273, -3.1119, -11.8472)",95.30782978723404,95.31302212628172,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q7KRY6,"(-6.3128, 3.2956, 7.6218)",67.68934891485809,68.44640904198063,Q7KRY6,2.7.11.1,2,7,11,1,1648,3246,1
AF_O65220,"(-4.7391, 14.9763, -11.0075)",83.35341637010676,83.76457635009312,O65220,5.2.1.8,5,2,1,8,3108,3249,9
AF_Q9Z8K3,"(2.4304, 4.0366, -1.5071)",96.41566433566436,96.430190964136,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q9Z8K3,"(2.4304, 4.0366, -1.5071)",96.41566433566436,96.430190964136,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B7HQN3,"(34.0341, -2.0409, -2.8598)",92.39480000000002,92.45053899427884,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_A1W9K7,"(1.7425, 11.9129, -2.6566)",97.27182926829268,97.30558775510204,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_P87206,"(-9.643, 9.5862, -2.9284)",88.42377833753146,88.88019783024887,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_A0M554,"(-0.6436, -1.4492, -1.6986)",96.03515050167223,96.01488946684006,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A0M554,"(-0.6436, -1.4492, -1.6986)",96.03515050167223,96.01488946684006,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B8CY75,"(39.6222, 15.9905, 1.9471)",93.00055944055946,93.06285548798148,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_Q5NH17,"(6.0678, -0.1322, 2.1249)",87.45449074074074,87.94629003021147,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_P28201,"(-11.476, -2.5576, -3.3351)",92.8673873873874,93.11775843307944,P28204,3.1.3.48,3,1,3,48,1978,3260,30
AF_Q61526,"(-36.4633, -5.0513, -17.8529)",71.69406273338312,72.2342179636082,Q15303,2.7.10.1,2,7,10,1,1646,3261,4
AF_A4IXD7,"(3.229, 5.2111, 4.5949)",97.7687050359712,97.756830566865,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q9ZJE9,"(-33.9033, 12.2374, -14.5069)",88.47536231884057,88.66426454293628,O51498,2.7.7.7,2,7,7,7,1763,3263,2
AF_P61533,"(4.6332, -1.823, 3.8153)",90.06351032448379,90.02016171493042,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_A2BZ00,"(-2.0064, -1.8867, -1.9467)",86.75167613636364,86.75402867383512,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q2RVF6,"(-0.3371, -8.3661, -3.5475)",85.17721698113208,86.52621109607578,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_A8P7Y3,"(7.8902, -3.9281, -9.6099)",92.2632098765432,92.31013322567622,A1RXU2,2.4.2.28,2,4,2,28,1379,902,32
AF_O34398,"(2.9842, -0.4879, 4.2347)",94.94399345335516,94.96123080032336,O34398,6.5.1.1,6,5,1,1,3365,3268,27
AF_Q9M1D3,"(-7.8817, 1.8247, 3.1423)",92.79245689655173,92.79260021965952,Q553V1,2.3.3.16,2,3,3,16,1262,1979,50
AF_P33198,"(3.5036, 10.4159, 8.1674)",95.31686460807602,95.44154971633324,P41939,1.1.1.42,1,1,1,42,126,1929,20
AF_Q1KTF2,"(2.9159, 7.9336, -5.6515)",88.20187675070028,88.71377437325906,O44408,2.7.11.24,2,7,11,24,1663,742,28
AF_Q04KR0,"(4.3619, 3.9736, 3.8422)",97.84971291866027,97.80234242709312,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q1GV11,"(0.1781, 6.9143, -1.2672)",97.396,97.39717719568569,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_P37913,"(-2.7464, 0.9692, 11.2358)",75.59695414847161,75.76469680111266,P51892,6.5.1.1,6,5,1,1,3365,2023,27
AF_Q4R407,"(-7.7909, 4.4182, 3.5112)",74.92124236252546,75.30795355958152,O61577,5.6.1.1,5,6,1,1,3223,3273,42
AF_Q38854,"(-1.7446, -0.8438, -10.6331)",84.8568479776848,85.21979228486647,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_B6EHK3,"(-12.9221, 4.5074, 5.4194)",93.16357487922706,93.04797373358348,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_B2UPI9,"(1.5599, -6.5492, 0.0752)",92.3745722713864,92.52636398467432,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_B1ICY3,"(-1.6712, -0.1542, -6.0072)",93.76229813664597,93.79125854443105,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_B5YZW5,"(-2.7347, 1.7329, -12.6603)",93.10031802120142,93.1408931860037,Q57LS3,2.7.1.35,2,7,1,35,1608,1897,36
AF_Q59742,"(-12.9854, 2.7274, -4.7887)",94.2714598540146,94.303379373849,Q9LXS6,2.3.3.16,2,3,3,16,1262,1919,50
AF_F4IDQ6,"(7.6362, -2.5446, -10.6906)",64.24422588832486,64.65735089585208,F4INY4,3.6.4.12,3,6,4,12,2641,3277,0
AF_Q5LX42,"(3.6372, 0.5669, -3.5625)",91.90001557632398,91.99146672230336,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
